Title,Studio,Domestic_Gross,Foreign_Gross,Year,Runtime_Minutes,Main_Genres,Average_Rating,Num_Votes,Total_gross
Dolphin Tale,WB,72300000.0,23100000.0,2011,113.0,Drama,6.9,20746,95400000.0
Season of the Witch,Rela.,24800000.0,66800000.0,2011,95.0,Action,5.4,85777,91600000.0
Sucker Punch,WB,36400000.0,53400000.0,2011,110.0,Action,6.1,218371,89800000.0
Red Riding Hood,WB,37700000.0,51500000.0,2011,100.0,Fantasy,5.5,102369,89200000.0
J. Edgar,WB,37300000.0,47600000.0,2011,137.0,Biography,6.6,115925,84900000.0
Hall Pass,WB (NL),45100000.0,38100000.0,2011,105.0,Comedy,5.9,113775,83200000.0
"Big Mommas: Like Father, Like Son",Fox,37900000.0,44800000.0,2011,107.0,Action,4.4,23520,82700000.0
Abduction,LGF,28100000.0,54000000.0,2011,106.0,Action,5.1,72552,82100000.0
Abduction,LGF,28100000.0,54000000.0,2011,84.0,Horror,5.2,10,82100000.0
Abduction,LGF,28100000.0,54000000.0,2011,90.0,Action,3.0,60,82100000.0
Abduction,LGF,28100000.0,54000000.0,2011,106.0,Action,6.1,1592,82100000.0
Priest,SGem,29100000.0,49200000.0,2011,87.0,Action,5.7,108320,78300000.0
The Mechanic,CBS,29100000.0,47000000.0,2011,93.0,Action,6.6,141254,76100000.0
The Ides of March,Sony,41000000.0,35000000.0,2011,101.0,Drama,7.1,207417,76000000.0
The Change-Up,Uni.,37100000.0,38400000.0,2011,112.0,Comedy,6.3,155374,75500000.0
The Lincoln Lawyer,LGF,58000000.0,17000000.0,2011,118.0,Crime,7.3,196109,75000000.0
Diary of a Wimpy Kid: Rodrick Rules,Fox,52700000.0,19700000.0,2011,99.0,Comedy,6.6,23135,72400000.0
Larry Crowne,Uni.,35600000.0,36400000.0,2011,98.0,Comedy,6.1,58927,72000000.0
The Dilemma,Uni.,48500000.0,21200000.0,2011,111.0,Comedy,5.3,48148,69700000.0
The Darkest Hour,Sum.,21400000.0,43200000.0,2011,89.0,Action,4.9,55071,64600000.0
The Darkest Hour,Sum.,21400000.0,43200000.0,2011,52.0,Documentary,6.4,8,64600000.0
Hanna,Focus,40300000.0,23500000.0,2011,111.0,Action,6.8,179178,63800000.0
Elite Squad: The Enemy Within,Vari.,100000.0,62900000.0,2011,115.0,Action,8.0,75071,63000000.0
Colombiana,TriS,36700000.0,24300000.0,2011,108.0,Action,6.4,87659,61000000.0
Something Borrowed,WB,39000000.0,21100000.0,2011,112.0,Comedy,5.9,54314,60100000.0
One Day,Focus,13800000.0,45500000.0,2011,107.0,Drama,7.0,128094,59300000.0
One Day,Focus,13800000.0,45500000.0,2011,93.0,Drama,6.0,436,59300000.0
One Day,Focus,13800000.0,45500000.0,2011,90.0,Family,6.2,13,59300000.0
One Day,Focus,13800000.0,45500000.0,2011,135.0,Drama,7.8,1454,59300000.0
One Day,Focus,13800000.0,45500000.0,2011,118.0,Drama,6.6,269,59300000.0
One Day,Focus,13800000.0,45500000.0,2011,99.0,Drama,7.2,501,59300000.0
Beginning of the Great Revival,CL,151000.0,58200000.0,2011,140.0,Drama,2.5,5538,58351000.0
Killer Elite,ORF,25100000.0,31300000.0,2011,116.0,Action,6.5,117711,56400000.0
Extremely Loud & Incredibly Close,WB,31800000.0,23400000.0,2011,129.0,Adventure,6.9,93164,55200000.0
The Tree of Life,FoxS,13300000.0,41000000.0,2011,139.0,Drama,6.8,156266,54300000.0
Winnie the Pooh,BV,26700000.0,23200000.0,2011,63.0,Adventure,7.2,19605,49900000.0
Soul Surfer,TriS,43900000.0,3200000.0,2011,112.0,Biography,7.1,41659,47100000.0
War of the Arrows,CJ,251000.0,45800000.0,2011,122.0,Action,7.2,10214,46051000.0
The Debt,Focus,31200000.0,14500000.0,2011,113.0,Drama,6.9,61046,45700000.0
The Debt,Focus,31200000.0,14500000.0,2011,99.0,Drama,6.1,624,45700000.0
Beastly,CBS,27900000.0,15300000.0,2011,86.0,Drama,5.6,72599,43200000.0
Of Gods and Men,SPC,4000000.0,38200000.0,2011,122.0,Drama,7.2,13991,42200000.0
30 Minutes or Less,Sony,37100000.0,3500000.0,2011,83.0,Action,6.1,87254,40600000.0
The Roommate,SGem,37300000.0,3200000.0,2011,91.0,Drama,4.9,33062,40500000.0
Shark Night 3D,Rela.,18900000.0,21300000.0,2011,90.0,Horror,4.0,23190,40200000.0
Monte Carlo,Fox,23200000.0,16500000.0,2011,109.0,Adventure,5.8,38731,39700000.0
50/50,Sum.,35000000.0,4200000.0,2011,100.0,Comedy,7.7,300475,39200000.0
50/50,Sum.,35000000.0,4200000.0,2011,77.0,Documentary,7.5,11,39200000.0
Mars Needs Moms,BV,21400000.0,17600000.0,2011,88.0,Adventure,5.4,19823,39000000.0
Dream House,Uni.,21300000.0,17200000.0,2011,84.0,Drama,6.0,59714,38500000.0
Jumping the Broom,TriS,37300000.0,415000.0,2011,112.0,Comedy,5.7,9089,37715000.0
Don't Be Afraid of the Dark,FD,24000000.0,12900000.0,2011,99.0,Fantasy,5.6,44490,36900000.0
A Very Harold & Kumar 3D Christmas,WB,35100000.0,326000.0,2011,90.0,Adventure,6.3,62151,35426000.0
My Week with Marilyn,Wein.,14600000.0,20500000.0,2011,99.0,Biography,7.0,79337,35100000.0
The Sitter,Fox,30400000.0,4500000.0,2011,81.0,Comedy,5.7,65575,34900000.0
The Sitter,Fox,30400000.0,4500000.0,2011,97.0,Horror,4.0,250,34900000.0
Jane Eyre,Focus,11200000.0,23500000.0,2011,120.0,Drama,7.4,74998,34700000.0
Shaolin,Vari.,66100.0,33600000.0,2011,131.0,Action,6.9,17777,33666100.0
African Cats,BV,15400000.0,15400000.0,2011,89.0,Adventure,7.6,5784,30800000.0
The Skin I Live In,SPC,3200000.0,27700000.0,2011,120.0,Drama,7.6,123434,30900000.0
I Don't Know How She Does It,Wein.,9700000.0,20900000.0,2011,89.0,Comedy,4.9,18552,30600000.0
What's Your Number?,Fox,14000000.0,16399999.0,2011,106.0,Comedy,6.1,67922,30399999.0
Drive Angry,Sum.,10700000.0,18200000.0,2011,104.0,Action,5.4,90203,28900000.0
A Dangerous Method,SPC,5700000.0,21800000.0,2011,99.0,Biography,6.4,93259,27500000.0
The Eagle,Focus,19500000.0,7600000.0,2011,114.0,Action,6.2,61475,27100000.0
Legend of the Fist: The Return of Chen Zhen,Vari.,50400.0,26500000.0,2011,106.0,Action,6.3,9202,26550400.0
Apollo 18,W/Dim.,17700000.0,7900000.0,2011,86.0,Horror,5.2,51427,25600000.0
Biutiful,RAtt.,5100000.0,20000000.0,2011,148.0,Drama,7.5,80382,25100000.0
Your Highness,Uni.,21600000.0,3300000.0,2011,102.0,Adventure,5.5,92940,24900000.0
The Rum Diary,FD,13100000.0,10800000.0,2011,119.0,Comedy,6.2,94787,23900000.0
The Women on the 6th Floor,Strand,720000.0,22500000.0,2011,102.0,Comedy,7.1,9167,23220000.0
Potiche,MBox,1600000.0,21600000.0,2011,103.0,Comedy,6.4,9543,23200000.0
Warrior,LGF,13700000.0,9400000.0,2011,140.0,Drama,8.2,403755,23100000.0
Young Adult,Par.,16300000.0,6600000.0,2011,94.0,Comedy,6.3,74071,22900000.0
Sarah's Key,Wein.,7700000.0,13400000.0,2011,111.0,Drama,7.5,15067,21100000.0
The Way Back,NM,2700000.0,17600000.0,2011,133.0,Adventure,7.3,102126,20300000.0
A Separation,SPC,7100000.0,12800000.0,2011,123.0,Drama,8.3,197684,19900000.0
A Separation,SPC,7100000.0,12800000.0,2011,70.0,Documentary,6.9,61,19900000.0
The Guard,SPC,5400000.0,14200000.0,2011,96.0,Comedy,7.3,75183,19600000.0
Margin Call,RAtt.,5400000.0,14200000.0,2011,107.0,Drama,7.1,107264,19600000.0
Shame,FoxS,3900000.0,13800000.0,2011,101.0,Drama,7.2,171353,17700000.0
Shame,FoxS,3900000.0,13800000.0,2011,90.0,Drama,6.4,38,17700000.0
13 Assassins,Magn.,803000.0,16800000.0,2011,141.0,Action,7.6,58142,17603000.0
Hoodwinked Too! Hood vs. Evil,Wein.,10100000.0,6800000.0,2011,86.0,Animation,4.8,11281,16900000.0
The Last Godfather,RAtt.,164000.0,16600000.0,2011,100.0,Comedy,3.7,1071,16764000.0
Delhi Belly,UTV,1500000.0,15200000.0,2011,103.0,Action,7.6,24622,16700000.0
Melancholia,Magn.,3000000.0,12900000.0,2011,135.0,Drama,7.2,153434,15900000.0
Melancholia,Magn.,3000000.0,12900000.0,2011,75.0,Drama,3.3,26,15900000.0
The Conspirator,RAtt.,11500000.0,3900000.0,2011,122.0,Crime,6.9,26416,15400000.0
Anonymous,Sony,4500000.0,10900000.0,2011,130.0,Drama,6.9,37932,15400000.0
The Housemaid,IFC,158000.0,14600000.0,2011,106.0,Drama,6.5,8295,14758000.0
The Housemaid,IFC,158000.0,14600000.0,2011,105.0,Horror,5.8,539,14758000.0
Pina,IFC,3500000.0,11100000.0,2011,103.0,Documentary,7.7,13501,14600000.0
Beginners,Focus,5800000.0,8500000.0,2011,105.0,Comedy,7.2,83770,14300000.0
My Afternoons with Margueritte,Cohen,667000.0,13600000.0,2011,82.0,Comedy,7.2,6329,14267000.0
I Saw the Devil,Magn.,129000.0,12600000.0,2011,142.0,Action,7.8,94029,12729000.0
Gainsbourg: A Heroic Life,MBox,233000.0,12000000.0,2011,135.0,Biography,6.9,8973,12233000.0
The Warring States,CL,69000.0,11800000.0,2011,126.0,Drama,4.6,458,11869000.0
Snow Flower and the Secret Fan,FoxS,1300000.0,10000000.0,2011,104.0,Drama,6.1,3429,11300000.0
Win Win,FoxS,10200000.0,652000.0,2011,106.0,Comedy,7.2,51618,10852000.0
Win Win,FoxS,10200000.0,652000.0,2011,97.0,Comedy,6.0,29,10852000.0
Le Havre,Jan.,612000.0,9900000.0,2011,93.0,Comedy,7.2,18490,10512000.0
In a Better World,SPC,1000000.0,8600000.0,2011,118.0,Drama,7.6,36553,9600000.0
Saving Private Perez,LGF,1400000.0,7900000.0,2011,105.0,Adventure,6.0,1727,9300000.0
Point Blank,Magn.,708000.0,8500000.0,2011,81.0,Action,6.8,12706,9208000.0
Point Blank,Magn.,708000.0,8500000.0,2011,92.0,Crime,8.2,15,9208000.0
Senna,PDA,1600000.0,6600000.0,2011,106.0,Biography,8.6,55318,8200000.0
Last Night,Trib.,99000.0,7600000.0,2011,93.0,Drama,6.6,44728,7699000.0
Last Night,Trib.,99000.0,7600000.0,2011,93.0,Comedy,7.3,51,7699000.0
Last Night,Trib.,99000.0,7600000.0,2011,90.0,Comedy,4.5,161,7699000.0
Last Night,Trib.,99000.0,7600000.0,2011,104.0,Drama,6.8,110,7699000.0
The Big Year,Fox,7200000.0,244000.0,2011,100.0,Comedy,6.2,39522,7444000.0
The Beaver,Sum.,971000.0,6300000.0,2011,91.0,Drama,6.7,45173,7271000.0
The Princess of Montpensier,IFC,352000.0,6400000.0,2011,139.0,Action,6.4,3322,6752000.0
Cave of Forgotten Dreams,IFC,5300000.0,1200000.0,2011,90.0,Documentary,7.4,14008,6500000.0
We Need to Talk About Kevin,Osci.,1700000.0,4300000.0,2011,112.0,Drama,7.5,123619,6000000.0
Attack the Block,SGem,1000000.0,4800000.0,2011,88.0,Action,6.7,93868,5800000.0
Even the Rain,Vita.,518000.0,5300000.0,2011,103.0,Drama,7.5,11805,5818000.0
Young Goethe in Love,MBox,162000.0,5600000.0,2011,102.0,Drama,6.7,2593,5762000.0
11-11-11,Rocket,32800.0,5700000.0,2011,90.0,Horror,4.0,11712,5732800.0
Certified Copy,IFC,1400000.0,4099999.0,2011,106.0,Drama,7.3,18210,5499999.0
The Company Men,Wein.,4400000.0,441000.0,2011,104.0,Drama,6.8,41139,4841000.0
London Boulevard,IFC,16100.0,4600000.0,2011,103.0,Crime,6.2,44610,4616100.0
Dylan Dog: Dead of Night,OMNI/FSR,1200000.0,3400000.0,2011,107.0,Action,5.1,14120,4600000.0
The Names of Love,MBox,514000.0,4099999.0,2011,100.0,Comedy,7.2,7127,4613999.0
Burke and Hare,IFC,4800.0,4300000.0,2011,91.0,Comedy,6.2,18431,4304800.0
King of Devil's Island,FM,7600.0,4200000.0,2011,116.0,Action,7.5,16289,4207600.0
Trollhunter,Magn.,253000.0,3900000.0,2011,103.0,Drama,7.0,63470,4153000.0
Carancho,Strand,85500.0,3900000.0,2011,107.0,Crime,6.9,7084,3985500.0
Like Crazy,ParV,3400000.0,336000.0,2011,86.0,Drama,6.7,55841,3736000.0
Like Crazy,ParV,3400000.0,336000.0,2011,116.0,Comedy,7.2,7156,3736000.0
The Double,Imag.,138000.0,3600000.0,2011,98.0,Action,5.9,26994,3738000.0
The Double,Imag.,138000.0,3600000.0,2011,93.0,Comedy,6.5,44043,3738000.0
Love Crime,IFC,540000.0,3100000.0,2011,106.0,Crime,6.5,4838,3640000.0
Martha Marcy May Marlene,FoxS,3000000.0,548000.0,2011,102.0,Drama,6.9,45873,3548000.0
Machine Gun Preacher,Rela.,539000.0,2800000.0,2011,129.0,Action,6.8,60074,3339000.0
The Last Circus,Magn.,40500.0,3200000.0,2011,107.0,Comedy,6.6,12183,3240500.0
From Prada to Nada,LGF,3000000.0,123000.0,2011,107.0,Comedy,5.6,13644,3123000.0
Flypaper,IFC,5000.0,3100000.0,2011,87.0,Comedy,6.4,30352,3105000.0
Take Shelter,SPC,1700000.0,1400000.0,2011,121.0,Drama,7.4,83200,3100000.0
The Greatest Miracle,KKM,555000.0,2500000.0,2011,70.0,Animation,4.5,265,3055000.0
Pastorela,LGF,161000.0,2700000.0,2011,88.0,Comedy,6.2,843,2861000.0
Oranges and Sunshine,Cohen,143000.0,2400000.0,2011,105.0,Drama,7.1,4740,2543000.0
Poetry,Kino,356000.0,1900000.0,2011,139.0,Drama,7.8,8682,2256000.0
The Tree,Zeit.,71200.0,2100000.0,2011,100.0,Drama,6.6,4204,2171200.0
The Tree,Zeit.,71200.0,2100000.0,2011,90.0,Drama,6.7,107,2171200.0
The Tree,Zeit.,71200.0,2100000.0,2011,95.0,Drama,6.7,45,2171200.0
Armadillo,Lorb.,14600.0,2000000.0,2011,105.0,Documentary,7.5,8906,2014600.0
Brighton Rock,IFC,230000.0,1600000.0,2011,111.0,Crime,5.7,5784,1830000.0
A Somewhat Gentle Man,Strand,37700.0,1800000.0,2011,113.0,Comedy,6.9,6259,1837700.0
Another Earth,FoxS,1300000.0,456000.0,2011,92.0,Drama,7.0,85839,1756000.0
Chalet Girl,IFC,1700.0,1700000.0,2011,97.0,Comedy,6.3,22352,1701700.0
Yamla Pagla Deewana,Eros,993000.0,600000.0,2011,163.0,Action,5.7,3660,1593000.0
Uncle Boonmee Who Can Recall His Past Lives,Strand,184000.0,946000.0,2011,114.0,Drama,6.7,11717,1130000.0
Vanishing on 7th Street,Magn.,22700.0,1000000.0,2011,92.0,Horror,4.9,23912,1022700.0
Texas Killing Fields,Anch.,45500.0,912000.0,2011,105.0,Crime,5.7,17413,957500.0
Miral,Wein.,373000.0,527000.0,2011,112.0,Drama,6.3,3067,900000.0
Submarine,Wein.,468000.0,397000.0,2011,97.0,Comedy,7.3,79810,865000.0
Mozart's Sister,MBox,708000.0,132000.0,2011,120.0,Biography,6.4,1392,840000.0
Chillar Party,UTV,6300.0,826000.0,2011,135.0,Comedy,7.5,5900,832300.0
The First Grader,NGE,332000.0,382000.0,2011,103.0,Biography,7.5,4052,714000.0
No One Killed Jessica,UTV,441000.0,193000.0,2011,136.0,Biography,7.2,10000,634000.0
Blackthorn,Magn.,201000.0,423000.0,2011,102.0,Action,6.6,8553,624000.0
How I Ended This Summer,FM,8700.0,614000.0,2011,130.0,Drama,7.0,6105,622700.0
The Ledge,IFC,9200.0,602000.0,2011,101.0,Drama,6.5,17757,611200.0
Heartbeats,IFC,68700.0,520000.0,2011,101.0,Drama,7.2,24426,588700.0
Heartbeats,IFC,68700.0,520000.0,2011,107.0,Comedy,5.4,565,588700.0
Kaboom,IFC,119000.0,421000.0,2011,86.0,Comedy,5.7,11858,540000.0
The Other Woman,IFC,25400.0,427000.0,2011,109.0,Comedy,6.0,122889,452400.0
The Human Resources Manager,FM,64000.0,329000.0,2011,103.0,Comedy,6.6,1266,393000.0
Another Happy Day,P4,8500.0,347000.0,2011,119.0,Comedy,6.0,3793,355500.0
The Mill and the Cross,KC,312000.0,30300.0,2011,92.0,Drama,7.0,3519,342300.0
Special Treatment,FRun,8900.0,286000.0,2011,95.0,Comedy,5.6,501,294900.0
Black Death,Magn.,22600.0,243000.0,2011,102.0,Action,6.4,41103,265600.0
Le Quattro Volte,Lorb.,153000.0,103000.0,2011,88.0,Drama,7.2,3354,256000.0
Caterpillar,Lorb.,4200.0,248000.0,2011,85.0,Drama,6.7,962,252200.0
"If I Want to Whistle, I Whistle",FM,12100.0,220000.0,2011,94.0,Drama,7.2,5737,232100.0
The Robber,Kino,83500.0,125000.0,2011,90.0,Biography,6.8,4130,208500.0
Henry's Crime,MPFT,103000.0,102000.0,2011,108.0,Comedy,6.0,17764,205000.0
A Screaming Man,FM,9900.0,175000.0,2011,92.0,Drama,6.7,1370,184900.0
Nostalgia for the Light,Icar.,164000.0,13700.0,2011,90.0,Documentary,7.6,4242,177700.0
Anchor Baby,AGF,15800.0,161000.0,2011,95.0,Drama,7.0,25,176800.0
Road to Nowhere,Mont.,40300.0,121000.0,2011,121.0,Romance,5.5,1552,161300.0
The Arbor,Strand,21600.0,105000.0,2011,94.0,Biography,7.2,1566,126600.0
Mysteries of Lisbon,MBox,111000.0,14900.0,2011,272.0,Drama,7.5,2928,125900.0
Vidal Sassoon: The Movie,P4,86000.0,38600.0,2011,90.0,Documentary,6.5,223,124600.0
"Tuesday, After Christmas",Lorb.,27800.0,36200.0,2011,99.0,Drama,7.0,3964,64000.0
Aurora,CGld,5700.0,5100.0,2011,181.0,Drama,6.7,1398,10800.0
Aurora,CGld,5700.0,5100.0,2011,83.0,Drama,7.0,87,10800.0
Aurora,CGld,5700.0,5100.0,2011,98.0,Drama,6.3,7,10800.0
Aurora,CGld,5700.0,5100.0,2011,106.0,Comedy,7.5,200,10800.0
Aurora,CGld,5700.0,5100.0,2011,110.0,Horror,4.3,298,10800.0
Skyfall,Sony,304400000.0,804200000.0,2012,143.0,Action,7.8,592221,1108600000.0
The Dark Knight Rises,WB,448100000.0,636800000.0,2012,164.0,Action,8.4,1387769,1084900000.0
The Hobbit: An Unexpected Journey,WB (NL),303000000.0,718100000.0,2012,169.0,Adventure,7.9,719629,1021100000.0
Ice Age: Continental Drift,Fox,161300000.0,715900000.0,2012,88.0,Adventure,6.6,175601,877200000.0
The Amazing Spider-Man,Sony,262000000.0,495900000.0,2012,136.0,Action,7.0,525632,757900000.0
Madagascar 3: Europe's Most Wanted,P/DW,216400000.0,530500000.0,2012,93.0,Adventure,6.8,146858,746900000.0
The Hunger Games,LGF,408000000.0,286400000.0,2012,142.0,Action,7.2,795227,694400000.0
Life of Pi,Fox,125000000.0,484000000.0,2012,127.0,Adventure,7.9,535836,609000000.0
Ted,Uni.,218800000.0,330600000.0,2012,106.0,Comedy,6.9,538367,549400000.0
Brave,BV,237300000.0,303200000.0,2012,93.0,Adventure,7.1,338728,540500000.0
Wreck-It Ralph,BV,189400000.0,281800000.0,2012,101.0,Adventure,7.7,344496,471200000.0
Django Unchained,Wein.,162800000.0,262600000.0,2012,165.0,Drama,8.4,1211405,425400000.0
Prometheus,Fox,126500000.0,276900000.0,2012,124.0,Adventure,7.0,538720,403400000.0
Snow White and the Huntsman,Uni.,155300000.0,241300000.0,2012,127.0,Action,6.1,258938,396600000.0
Taken 2,Fox,139900000.0,236300000.0,2012,92.0,Action,6.3,273106,376200000.0
Hotel Transylvania,Sony,148300000.0,210100000.0,2012,91.0,Animation,7.1,204571,358400000.0
Journey 2: The Mysterious Island,WB (NL),103900000.0,231400000.0,2012,94.0,Action,5.8,83507,335300000.0
The Expendables 2,LGF,85000000.0,229900000.0,2012,103.0,Action,6.6,277584,314900000.0
Rise of the Guardians,P/DW,103400000.0,203500000.0,2012,97.0,Action,7.3,145281,306900000.0
Wrath of the Titans,WB,83700000.0,221600000.0,2012,99.0,Action,5.7,172330,305300000.0
Battleship,Uni.,65400000.0,237600000.0,2012,131.0,Action,5.8,225342,303000000.0
John Carter,BV,73100000.0,211100000.0,2012,132.0,Action,6.6,241792,284200000.0
The Bourne Legacy,Uni.,113200000.0,162900000.0,2012,135.0,Action,6.7,268678,276100000.0
Lincoln,BV,182200000.0,93100000.0,2012,150.0,Biography,7.4,228701,275300000.0
Dark Shadows,WB,79700000.0,165800000.0,2012,113.0,Comedy,6.2,229818,245500000.0
Resident Evil: Retribution,SGem,42300000.0,197700000.0,2012,95.0,Action,5.4,125191,240000000.0
Silver Linings Playbook,Wein.,132100000.0,104300000.0,2012,122.0,Comedy,7.7,621018,236400000.0
American Reunion,Uni.,57000000.0,178000000.0,2012,113.0,Comedy,6.7,192250,235000000.0
Argo,WB,136000000.0,96300000.0,2012,120.0,Biography,7.7,534683,232300000.0
Jack Reacher,Par.,80100000.0,138300000.0,2012,130.0,Action,7.0,284547,218400000.0
Safe House,Uni.,126400000.0,81700000.0,2012,115.0,Action,6.8,192655,208100000.0
21 Jump Street,Sony,138400000.0,63100000.0,2012,109.0,Action,7.2,477771,201500000.0
The Vow,SGem,125000000.0,71100000.0,2012,104.0,Drama,6.8,173629,196100000.0
Mirror Mirror,Rela.,64900000.0,118100000.0,2012,106.0,Adventure,5.6,79510,183000000.0
The Impossible,LG/S,19000000.0,161300000.0,2012,114.0,Drama,7.6,177762,180300000.0
The Dictator,Par.,59700000.0,119700000.0,2012,83.0,Comedy,6.4,250976,179400000.0
Looper,TriS,66500000.0,110000000.0,2012,113.0,Action,7.4,500595,176500000.0
Magic Mike,WB,113700000.0,53500000.0,2012,110.0,Comedy,6.1,123955,167200000.0
Flight,Par.,93800000.0,68000000.0,2012,138.0,Drama,7.3,303009,161800000.0
Underworld Awakening,SGem,62300000.0,97800000.0,2012,88.0,Action,6.4,138350,160100000.0
This Means War,Fox,54800000.0,101700000.0,2012,103.0,Action,6.3,167438,156500000.0
The Secret World of Arrietty,BV,19200000.0,126400000.0,2012,94.0,Adventure,7.6,68266,145600000.0
Paranormal Activity 4,Par.,53900000.0,88900000.0,2012,88.0,Horror,4.6,58408,142800000.0
Step Up Revolution,LG/S,35100000.0,105400000.0,2012,99.0,Drama,6.5,51295,140500000.0
The Best Exotic Marigold Hotel,FoxS,46400000.0,90400000.0,2012,124.0,Comedy,7.3,85811,136800000.0
Zero Dark Thirty,Sony,95700000.0,37100000.0,2012,157.0,Drama,7.4,251072,132800000.0
Ghost Rider: Spirit of Vengeance,Sony,51800000.0,80800000.0,2012,96.0,Action,4.3,103608,132600000.0
Cloud Atlas,WB,27100000.0,103400000.0,2012,172.0,Action,7.4,326473,130500000.0
The Woman in Black,CBS,54300000.0,73400000.0,2012,95.0,Drama,6.4,165357,127700000.0
The Pirates! Band of Misfits,Sony,31100000.0,92000000.0,2012,88.0,Adventure,6.7,41958,123100000.0
Parental Guidance,Fox,77300000.0,42500000.0,2012,105.0,Comedy,6.1,23711,119800000.0
Abraham Lincoln: Vampire Hunter,Fox,37500000.0,79000000.0,2012,105.0,Action,5.9,142853,116500000.0
Pitch Perfect,Uni.,65000000.0,50300000.0,2012,112.0,Comedy,7.2,256565,115300000.0
Hope Springs,Sony,63500000.0,50700000.0,2012,100.0,Comedy,6.3,38667,114200000.0
ParaNorman,Focus,56000000.0,51100000.0,2012,92.0,Adventure,7.0,87250,107100000.0
The Campaign,WB,86900000.0,18000000.0,2012,85.0,Comedy,6.1,118678,104900000.0
The Campaign,WB,86900000.0,18000000.0,2012,60.0,Documentary,6.9,14,104900000.0
Let the Bullets Fly,Vari.,63000.0,104300000.0,2012,132.0,Action,7.4,8234,104363000.0
Project X,WB,54700000.0,48000000.0,2012,88.0,Comedy,6.7,177782,102700000.0
The Devil Inside,Par.,53300000.0,48500000.0,2012,83.0,Horror,4.2,33522,101800000.0
The Lucky One,WB,60500000.0,38900000.0,2012,101.0,Drama,6.5,94359,99400000.0
Contraband,Uni.,66500000.0,29700000.0,2012,109.0,Action,6.5,111709,96200000.0
Think Like a Man,SGem,91500000.0,4500000.0,2012,122.0,Comedy,6.6,41043,96000000.0
This Is 40,Uni.,67500000.0,20500000.0,2012,134.0,Comedy,6.2,118862,88000000.0
The Inbetweeners Movie,WHE,36000.0,88000000.0,2012,97.0,Comedy,6.8,73217,88036000.0
The Possession,LGF,49100000.0,36300000.0,2012,92.0,Horror,5.9,53649,85400000.0
What to Expect When You're Expecting,LGF,41200000.0,43200000.0,2012,110.0,Comedy,5.7,65890,84400000.0
The Thieves,WGUSA,686000.0,82800000.0,2012,135.0,Action,6.8,8044,83486000.0
Frankenweenie,BV,35300000.0,46200000.0,2012,87.0,Animation,7.0,89489,81500000.0
Act of Valor,Rela.,70000000.0,11300000.0,2012,110.0,Action,6.5,63787,81300000.0
Sinister,LG/S,48100000.0,29600000.0,2012,110.0,Horror,6.8,198345,77700000.0
The Grey,ORF,51600000.0,25700000.0,2012,117.0,Action,6.8,228798,77300000.0
Diary of a Wimpy Kid: Dog Days,Fox,49000000.0,28100000.0,2012,94.0,Comedy,6.3,19571,77100000.0
To Rome with Love,SPC,16700000.0,56600000.0,2012,112.0,Comedy,6.3,79381,73300000.0
Here Comes the Boom,Sony,45300000.0,27800000.0,2012,105.0,Action,6.4,81761,73100000.0
Anna Karenina,Focus,12800000.0,56100000.0,2012,129.0,Drama,6.6,84668,68900000.0
The Watch,Fox,35400000.0,32900000.0,2012,102.0,Action,5.7,115757,68300000.0
Moonrise Kingdom,Focus,45500000.0,22800000.0,2012,94.0,Adventure,7.8,291750,68300000.0
The Cabin in the Woods,LGF,42100000.0,24400000.0,2012,95.0,Horror,7.0,338445,66500000.0
Rock of Ages,WB (NL),38500000.0,20900000.0,2012,123.0,Comedy,5.9,69910,59400000.0
That's My Boy,Sony,36900000.0,20800000.0,2012,116.0,Comedy,5.6,83009,57700000.0
The Odd Life of Timothy Green,BV,51900000.0,4200000.0,2012,105.0,Comedy,6.6,42770,56100000.0
The Three Stooges,Fox,44300000.0,10500000.0,2012,92.0,Comedy,5.1,28570,54800000.0
The Five-Year Engagement,Uni.,28800000.0,25100000.0,2012,124.0,Comedy,6.2,88469,53900000.0
Lawless,Wein.,37400000.0,16300000.0,2012,116.0,Crime,7.3,214055,53700000.0
Red Tails,Fox,49900000.0,489000.0,2012,125.0,Action,5.9,31815,50389000.0
Trouble with the Curve,WB,35800000.0,13200000.0,2012,111.0,Drama,6.8,56129,49000000.0
Little White Lies,MPI,206000.0,48300000.0,2012,154.0,Comedy,7.1,21787,48506000.0
End of Watch,ORF,41000000.0,7100000.0,2012,109.0,Action,7.6,211308,48100000.0
Man on a Ledge,LG/S,18600000.0,27600000.0,2012,102.0,Action,6.6,137507,46200000.0
The Guilt Trip,Par.,37100000.0,4700000.0,2012,95.0,Comedy,5.8,33702,41800000.0
A Werewolf Boy,CJ,343000.0,41300000.0,2012,122.0,Fantasy,7.4,5657,41643000.0
Killing Them Softly,Wein.,15000000.0,22900000.0,2012,97.0,Crime,6.2,124086,37900000.0
Chernobyl Diaries,WB,18100000.0,19000000.0,2012,86.0,Horror,5.0,60304,37100000.0
Dredd,LGF,13400000.0,22200000.0,2012,95.0,Action,7.1,234616,35600000.0
Arbitrage,RAtt.,7900000.0,27600000.0,2012,107.0,Drama,6.6,46774,35500000.0
Chimpanzee,BV,29000000.0,5900000.0,2012,78.0,Documentary,7.2,5539,34900000.0
Alex Cross,LG/S,25900000.0,8700000.0,2012,101.0,Action,5.1,30951,34600000.0
